comment,author,time
安小鳥開口三次，每次都看似在幫甄嬛說話，其實都在帶風向。<br><br>第一次：溫太醫與熹貴妃母家多年的情分👉帶出後面瓜6說的青梅竹馬<br>第二次：熹貴妃在甘露寺修行過👉帶出G白師父<br>第三次：提及生有皇嗣👉暗示孩子不是皇上的<br>其實她都在為瓜6提詞啊~<br><br>附帶一提，叫G白認溫太醫在不在殿內很好笑，眼前除了皇上跟太監，只有溫一個人穿不一樣的，還能認錯嗎😑,@QQbunny,2020-11-01T16:28:01Z
百看不厭,@user-ko2ye7pf3t,2020-10-29T09:23:34Z
"皇上~~這也只能證明六阿哥非溫太醫所生,不能以此證明是您親生兒子呀皇上!!皇上明鑑阿皇上",@user-pn1tw7fj4k,2020-10-29T03:39:11Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=34m48s"">34:48</a> 倒難為瓜6！ㄧ個個把你們SOLO起來！！",@mingtsai3065,2020-10-27T18:26:19Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=10m30s"">10:30</a> 寧貴人ㄧ聽到靜白說溜嘴 眼神亮了ㄧ下！心裡想中招了吼靜白",@mingtsai3065,2020-10-27T17:55:22Z
發現bug，回宮小孩都才一歲內，尼姑竟然說一別數年...,@a0932333639,2020-10-23T09:26:52Z
皇上每次覺得{算了}的時候都會甩甩他的佛珠<br>爆氣的時候她跟嬛嬛都喜歡攻擊佛珠<br><br>嬛嬛回宮的時候送皇后佛珠，感覺就是你死定了的預言,@user-xh4wj8iz9j,2020-10-23T05:39:05Z
37：51朕倒真的希望，妳姊姊沒有妳這麼一個妹妹。<br>皇后頹然一坐OS：糟了，姊姊免死金牌這回沒用了....,@veganyu7032,2020-10-21T03:43:33Z
啊！對了，有個疑問一直沒提出來。<br>皇上第一次看水時，只有站起來往碗內看，然後摔斷佛珠。<br>第二次，蘇公公端碗過去，還走到那麼前面，感覺有點怪....,@veganyu7032,2020-10-21T03:27:39Z
真的好哩加在，皇上對熹貴妃往桌子那一推，沒把水打翻了。<br>要不然.....,@veganyu7032,2020-10-21T03:05:30Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=19m48s"">19:48</a> 欣常在:哀 前面那群還要吵多久 腰都痠了",@user-fl5xb8jx7b,2020-10-20T11:26:24Z
回宮後最精彩的一集,@yao8304,2020-10-20T05:10:03Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m15s"">18:15</a> 你閉嘴<br>哈哈哈哈哈哈哈",@Daisy-fs3uj,2020-10-20T03:44:45Z
嬛嬛真有一群神隊友 就連莫言講述條理分明重點切入 <br>皇后真有一群豬隊友 沒頭沒腦抓姦還錯殺人<br>棋貴人好歹也是官宦之家千金女 這書是讀到哪,@user-km2um5nd5k,2020-10-17T16:56:46Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=28m15s"">28:15</a> 端妃冷不丁一句刺重要害",@user-mh3qk4ed8e,2020-10-17T11:49:25Z
下一集眉妝死，不忍看。。。先停在這集吧。。。,@jennyjenn5550,2020-10-17T07:27:34Z
"誰能告訴我<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m18s"">26:18</a>皇上為什麼要笑🤔🤔🤔",@yvette0829,2020-10-16T16:54:18Z
皇上讓皇后準備水<br>溫實初準備滴血時<br>皇上：算了 還是我親自驗吧<br>直接相容～<br>🤣🤣,@olllnlllo,2020-10-15T03:55:11Z
這集滴血驗親是全劇最高潮，分鏡表最多最細緻的一場戲，可見鄭曉龍真的很抓的住觀眾想看什麼的眼光，每一位的表情搭配台詞應該要有什麼反應都鉅細靡遺的呈現出來，哪怕是寧貴人的一個噗次一笑，在在都很真實，這場戲應該磨了一天有了！,@maxhomme,2020-10-14T13:30:54Z
愛屋 啊哇啊哇啊嗚               愛屋愛屋  愛屋    愛😜屋愛屋愛屋啊嗚嗚啊嗚嗚愛屋愛屋。愛屋愛屋愛屋愛屋愛我仁愛瓦斯五個計程車，之767,@user-zr6gg5is5d,2020-10-09T19:01:18Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m29s"">31:29</a>玉嬈一進殿，皇帝眼珠子盯著玉嬈不放，直到寧貴人發話，才驚覺回神，趕緊眨眨眼：啊~現在不是看美女的時候。<br>陳建斌老師這段演的好寫實啊~",@veganyu7032,2020-10-06T06:19:19Z
寧貴人出場的氣勢真讚,@user-kl3sk4py2u,2020-10-04T15:11:19Z
"戲劇裡沒出現的甄玉姚和管溪(文鳶哥哥),管溪為了陷害甄家,假意喜歡甄玉姚,害甄玉姚痛苦,最後管溪被處刑時,訂情戒在第八妾室手上,甄玉姚不像玉嬈和甄嬛漂亮,個性怯懦,甄嬛較喜歡玉嬈",@HengJyun,2020-10-01T14:02:25Z
怎么没有张韶涵最近好吗的片尾曲?,@nikitaqi5086,2020-09-23T17:29:27Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=2m33s"">2:33</a> 後面的小宮女是度估了嗎？",@11505jessica,2020-09-22T22:03:02Z
皇上這水有問題<br>這水是清白的<br>娘娘被動過手腳,@lanny99999,2020-09-22T09:14:41Z
"我剛看這集，有個體悟～<br>安嬪出的主意拔掉靜白的舌頭，是確保她不會拱出皇后～一了百了 <a href=""http://www.youtube.com/results?search_query=%23%E9%80%99%E9%9B%86%E7%9C%8B%E4%BA%86%E7%AC%AC300%E6%AC%A1"">#這集看了第300次</a>",@aprilwu4946,2020-09-18T05:39:25Z
37：35熹貴妃os:又來了，已經讓妳用吉服害了一次，又拿出純元金牌，煩不煩啊？,@veganyu7032,2020-09-16T02:54:51Z
玉嬈也太不懂禮數了...見到皇帝都沒有行禮,@user-mv5dz9ue1u,2020-09-15T14:18:53Z
"好喜歡 <a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m23s"">37:23</a> 時寧貴人不屑皇后的表情喔🥺❤️",@yz4600,2020-09-14T07:26:23Z
感覺寧貴人的霸氣勝過於皇后欸,@user-gs1sl8sr5s,2020-09-13T05:24:02Z
每個人都要演一下啦！,@rubytsai1187,2020-09-12T19:38:36Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=16m52s"">16:52</a> 陵容說要甄嬛忍一忍時,寶鵑一直在後面微笑.恐怖喔~~~",@Ayane0402,2020-09-12T11:02:03Z
我記得有一幕是靜白的舌頭被端上來的畫面（還是我記錯了？？,@user-lu6ev2dh3u,2020-09-12T07:14:05Z
关姐姐啥屁事，🤣🤣🤣🤣,@hwangken9300,2020-09-11T16:32:30Z
默默的這個經典要邁入第10年了<br>目前還是沒有其他清宮劇可以追上<br>如懿傳、延禧宮略各有各的特色<br>但是總體而言仍然不及甄環<br>只能說2011年的經典如今要2021了<br>仍然是後宮劇中不可動搖的地位,@user-iy7hk4yp8w,2020-09-10T14:55:07Z
安妹妹的聲音真的很像老阿嬤在講話聽到害我一直笑,@fenny230412,2020-09-10T14:21:19Z
祺貴人跟皇后離勝利只差一個賽末點，硬生生被甄嬛逆轉，傻眼啊,@Marco-ci4wt,2020-09-10T09:53:45Z
寶鵲:  還不是祺貴人鬧起來  說六阿哥 是貴妃和溫太醫生的<br>眉莊:(暈) 六阿哥才不是  我肚裡的這個才是~~ (((怒吼~~,@user-by3hm4bf2b,2020-09-10T08:29:54Z
安凌容真的很賤餒~~~,@andy06201000,2020-09-10T06:29:51Z
這集，根本是劇中劇，一個一個輪流演戲ＸＤ,@ann7851,2020-09-09T11:30:50Z
安陵蓉都提到果郡王了 可惜可惜,@yourtube0622,2020-09-09T03:11:42Z
24：12,@andrewlin3493,2020-09-07T18:51:26Z
這一集是能夠一直拿來當廣播撥放著聽的😆😆,@eww159,2020-09-07T15:16:38Z
應該懲罰祺貴人跟靜白師父裸體在宮中學狗爬,@user-zb4ju1gs2e,2020-09-04T10:50:30Z
當皇上說 憙貴妃乃是夜貓衝撞所以早產，瓜六說為什麼貓咪不偏不倚的奔向嬛嬛所以早產，又為什麼不追究...後來的事情<br>不過是要怎麼追究啊？？？<br>抓一堆貓咪回來然後：「喵喵喵喵喵喵喵！！」<br>果然是沒腦的瓜6,@Gewei0125,2020-09-04T01:09:28Z
謹汐跳出來說自願受罰那裏直接看到泛淚欸<br>她真的超好QQ,@sharonwu7267,2020-09-03T05:02:29Z
假道姑 處處都有。,@user-vw9vh7yb8y,2020-09-03T02:01:23Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=39m49s"">39:49</a>為什麼常在坐在嬪前面啊",@user-xw3ep8cg8n,2020-08-31T06:55:35Z
為什麼繪春自己主動擔下罪名 之後又一直叫著要皇后救她啊？ 我以為她會很認命的被拖出去 畢竟擔下這樣的罪名 就知道一定有不小的懲罰吧？,@jessiechan8618,2020-08-31T02:36:28Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m39s"">26:39</a> 端妃撇頭向著皇后撇得真大力，可見從前的病體已不再。XDD",@rogerjerrymickey,2020-08-30T17:09:56Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=9m43s"">9:43</a> <br>寧貴人:皇上，臣妾聽得頭疼，想回去休息<br>皇上os:乾  別丟下我啊",@user-cc6kg4yk8x,2020-08-30T16:56:05Z
完全在講彰化的事情,@user-kj4xf7ir2z,2020-08-28T11:46:46Z
端妃：是啊 妳已經是皇后 還有什麼不满足的呢<br>皇后：房事........,@Mickey.1121,2020-08-27T15:41:29Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m46s"">26:46</a> 看得出來寶鵑擰手帕很用力 一定是做賊心虛",@a0983762314,2020-08-25T09:35:01Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m34s"">18:34</a><br>皇上:滴血驗親?<br>甄嬛:滴血驗親?<br><br>皇后:不錯!<br>蘇培盛:吼吼阿阿阿阿阿~~~~~~ (眾人盯<br>蘇培盛:先嚇嚇他",@user-fn3ng1xu5w,2020-08-24T09:56:10Z
真的好愛寧貴人,@tankianui5206,2020-08-24T08:07:02Z
真覺得<br>不知道皇帝是個白癡還是腦殘,@user-yk3ho3sv8b,2020-08-23T06:05:02Z
宮中的野貓為何無緣無故去撲人 又不偏不倚的撲向熹貴妃<br>那你去問問松子吧呵呵 松子當初也無緣無故撲向富察貴人啊呵呵,@55w33,2020-08-20T11:58:21Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m39s"">26:39</a>  這個演的太細節了！看了10遍了才看到，端妃聽到溫太醫一說，直接看向皇后，其他人都沒反應過來！",@user-bp6fn2rw1o,2020-08-19T15:21:32Z
笑人胖還那麼文謅謅 慎貝勒好妹夫👍,@choujennie8176,2020-08-19T14:33:55Z
琉璃花樽那一趴 寧貴人一直偷笑😏,@choujennie8176,2020-08-19T14:14:53Z
斐雯、靜白，杖斃 (瞪）！,@gloomy1102,2020-08-18T08:15:33Z
還好有寧貴人補槍,@user-xz8mz1vx4q,2020-08-17T14:01:39Z
第一次滴血後，皇后那個「快攻combo」根本笑死，是多怕慢個幾秒就會被翻盤～～～,@linusli1651,2020-08-17T04:32:54Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=5m47s"">5:47</a>無限重播<br>瓜6是整個「甄嬛傳」裡我覺得沒什麼好可憐的女人",@user-ib8fy8dg4c,2020-08-15T18:54:11Z
第一開始看寧貴人，不太喜歡他，覺得性格不好，又不漂亮。但後來幾次突然好喜歡她，個性直爽，看他罵人好開心,@foungyouchen9667,2020-08-15T10:03:41Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m23s"">37:23</a> <br><br>寧貴人表示：我聽妳裝B呢",@user-wk3zk9cr8p,2020-08-14T21:57:18Z
老色鱉,@CC-pg4bg,2020-08-14T15:59:53Z
整集看下來欣貴人很無聊啊XDD<br>有帶到大景都看她不知道在幹嘛,@running_goat,2020-08-14T08:03:57Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=36m38s"">36:38</a> 瓜6說的話根本就是：雖然有人主使我，可是我決定說都是我自己做的！",@win59165678,2020-08-12T23:35:24Z
滴血認清在這一集真精彩呀,@anntang1195,2020-08-12T16:57:14Z
想到台語版的xd,@user-wj4kd2iv6u,2020-08-11T03:00:14Z
不管看幾次，都還是好緊張,@TheY0929073875,2020-08-11T02:41:11Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=28m16s"">28:16</a> 端妃：是啊 您已經是皇后 還有什麼不滿足的呢？<br>我覺得這句話意涵超深，全都看在眼裡的端妃👍<br>當初華妃當道每天被摑巴掌也不選擇求助皇后，想必端妃很早就知道皇后人品",@user-fh3pr5fj6u,2020-08-10T15:45:49Z
溫太醫接話是幫禧貴妃,@msc8680,2020-08-10T04:40:08Z
每次看都無法無視祺貴人的鼻孔0..0<br>只有我注意這個嗎（X,@Allie220,2020-08-06T22:21:24Z
溫太醫真的很衰,@jhenyanwei4166,2020-08-06T03:37:33Z
1000留言,@user-wi9ru4pt8m,2020-08-05T23:15:43Z
端姐姐越看越像米老鼠,@a0979047929,2020-08-04T13:49:17Z
大家都在看蘇妃把那個碗拿走 哈哈,@Chloe-me5fw,2020-08-03T16:59:47Z
其實安小鳥說要拔靜白舌頭根本不是要幫甄環出氣，而是要斷絕他洩漏秘密的可能性,@nice-gu2zz,2020-08-03T04:37:35Z
20208/3還在看這幕 還有誰呢？,@t0917091595,2020-08-03T00:17:25Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=16m06s"">16:06</a><br>蘇公公：什麼，我老婆瑾汐是無辜的",@Sylviahuang77,2020-08-02T20:06:43Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m24s"">37:24</a> 葉之鄙視",@user-sg8fg6ug5p,2020-08-02T15:07:00Z
那時候就應該嚴刑逼供瓜6<br>讓她吐個乾淨<br>反正瓜家已經完蛋了,@user-sg8fg6ug5p,2020-08-02T15:05:03Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m02s"">25:02</a> 每次都好怕敬妃被推會撞倒水，就沒戲唱了。",@user-xo2he5lm7y,2020-08-02T08:31:34Z
陳建斌讓我產生雍正就是他本人的既視感,@user-df9vt5zc8p,2020-08-02T00:20:44Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=36m20s"">36:20</a>超正的濃妝<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=1m55s"">1:55</a>封面女主角笑得讓我內心發寒，超霸氣<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=17m42s"">17:42</a>怎麼覺得玉嬈的老公〜慎貝勒的清朗聲音跟果郡王好像，都很好聽<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=11m05s"">11:05</a>我如果是溫實初，早就賞瓜爾佳文鴛巴掌了<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=17m53s"">17:53</a> 一旦沒跟後宮的女人來往就被說眼高於頂，有跟後宮女人來往（但只是為了醫療、為了工作）就要被說有姦情有私通，在瓜爾佳文鴛眼中啥都不對，只有她自己才是唯一正確的<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=7m08s"">7:08</a>確實是有姦情啦，只是是在跟果郡王有婚姻關係之時劈腿了皇上而已，然後跟皇帝有婚姻關係（熹妃~熹貴妃時期）但時候時時念著果郡王，<br><br>不是劈腿溫實初<br><br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=24m54s"">24:54</a>人家穿錯一件衣服你就把人家幽禁在碎玉軒，人家的父親只是跟你持有不同意見就被發配苦寒無比的東北荒地差點死掉，還說人家只是長得像前妻的替身，永遠比不上前任，這叫「待你不薄」？<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=40m25s"">40:25</a>這邊用棍棒打死淨白超霸氣，超解氣",@userJiangPisces,2020-08-01T08:31:20Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m40s"">26:40</a>的地方端妃娘娘直接看著兇手😂😂<br>後面的搖頭可能是在說：唉⋯你TM又搞事了",@LEEMorgan-ow1wk,2020-07-31T16:12:32Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m56s"">37:56</a> 寧貴人動作太跩太可愛XD",@user-zt8ow9sy6g,2020-07-31T06:57:36Z
😍😍  每天追，連睡覺都得聽聲音入睡,@msc8680,2020-07-30T22:09:18Z
換了乾淨的水，然後皇上滴自己的血，也滴六阿哥的血，後果會是…？,@user-lm2of4nh9f,2020-07-30T14:10:14Z
以那個朝代，緋雯吱吱喳喳的就算沒做錯事皇上也會找一個藉口把她解決。,@qetsfh8848,2020-07-30T05:50:10Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=30m20s"">30:20</a> 桌子跟水都還在<br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=30m49s"">30:49</a> 全部都不見了！",@travellerwang2165,2020-07-26T20:37:37Z
Solo起來～,@luckyapple1017,2020-07-26T12:38:03Z
祺貴人：與熹妃有染的是⋯⋯⋯果郡王！<br>全劇終。,@luckyapple1017,2020-07-26T12:33:04Z
皇帝好不容易證明自己沒被綠，祺貴人還不依不饒地堅持：「不！皇上，您一定有被綠！」真的活該被丟進冷宮啊🤣,@user-wk2mc1dw1g,2020-07-26T02:05:00Z
每次看瓜6被搧就好爽快xd,@fransiscalee2447,2020-07-24T21:59:00Z
玉嬈這演技不是一般地爛啊,@Vic-ne7el,2020-07-22T18:27:13Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m15s"">25:15</a> 真的有農夫山泉欸XD",@user-cg7do9gg3u,2020-07-20T11:55:15Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m22s"">37:22</a>葉瀾依的表情好生動",@mylike520,2020-07-20T11:29:28Z
皇上，臣妾冤枉啊～,@user-ym1nj6eh8q,2020-07-19T14:51:26Z
這集真的看不膩(⁎⁍̴̛ᴗ⁍̴̛⁎),@user-hy6qj3cn1t,2020-07-19T07:35:09Z
難道沈貴人 要說我才有姦情嗎？,@boongielin2261,2020-07-19T03:50:29Z
白礬到底是誰加的？？？？？！！！！,@user-ku7ur1en3k,2020-07-18T18:40:16Z
皇后也很熟知雍正的啤性，不先搶著回話，而是讓繪春先揹了鍋，再不急不徐的回了皇上，再樣就可以撇的一乾二淨！😆真是太恐怖了，看了那麼多次才看出這訣竅出來！😕,@user-bf3kx1bw1r,2020-07-17T07:24:59Z
安嬪說拔下靜白的舌頭，其實應該是怕她把其他一些不該說的都說了出來！😆,@user-bf3kx1bw1r,2020-07-17T07:16:57Z
槿汐也知道浣碧不忠心 寧願自己先去受刑也不要讓她去出賣熹貴妃,@AnabelWagman,2020-07-17T04:11:13Z
這集以後我就不太愛看了..因為所有的人都變了..變顛 狂了,@user-zi4bj5rf7f,2020-07-16T08:05:38Z
為啥以前封號莞嬪  皇帝就叫他莞莞<br>結果換熹貴妃皇帝就不叫嘻嘻了,@gahe8380,2020-07-15T23:12:17Z
這一段真的很好看看了好多次！,@natejin3450,2020-07-15T16:33:57Z
祺貴人也真是笨，處罰瑾汐就等於得罪蘇培盛,@user-bf3kx1bw1r,2020-07-13T11:00:38Z
甄環軍團太強輕鬆碾平後宮副本！😉,@user-bf3kx1bw1r,2020-07-13T10:51:00Z
這一集是我覺得最好看的一集❤<br>我真的覺得超好笑<br>皇上 奴才是沒有命根子的 汐和溫太醫不可能是我的孩子啊<br>我快笑死<br>尤其皇上那聲雀躍的 朕知道（你不用再繼續說下去了）😂<br>尤其謹汐可是他要相伴一生的人呢 可不能變女兒啊😏,@lightfresh6652,2020-07-12T06:24:01Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=33m28s"">33:28</a>凌雲峰偏僻難行，常有果子狸出沒傷人",@user-pm1sc6ik2o,2020-07-12T00:32:02Z
凌雲峰常有狸貓出沒傷人，我看是常有果子狸出沒撩人吧,@user-ye1sc7ej6s,2020-07-11T01:24:41Z
謹汐：娘娘是千金貴體，不能無人照拂，請免了渙碧姑娘的刑罰（省得她一受刑就出賣了娘娘！）<br><br>甄嬛：皇上這水一定有問題！（孩子明明是果郡王的，怎麼可能是溫實初？）<br><br>蘇公公：皇上，奴才準備的水絕對沒有問題！！（只是加了很多清油而已）,@smiling0307,2020-07-10T15:12:52Z
皇后那顆大痘痘很搶戲,@cars291295,2020-07-09T16:03:58Z
皇后，姐姐一定會相信我的<br>純元，你誰？？？,@iwenh8278,2020-07-09T14:09:21Z
寧嬪真的好可愛好棒 <br>一直暗自竊喜,@oonah.5368,2020-07-09T12:55:00Z
我就是凌雲峯大狸貓！啦啦啦…😆,@user-bf3kx1bw1r,2020-07-08T06:53:14Z
蘇培盛說：幹！，為啥刺我？老子不能和墐汐啪啪啪已經夠衰了！，現在還要無緣無故被刺手指！😬,@user-bf3kx1bw1r,2020-07-08T06:46:49Z
這靜白的演員選的真好，一看就想鍘她！😆,@user-bf3kx1bw1r,2020-07-08T06:29:33Z
26：45 這集大家都注意到溫太醫識破伎倆後剪秋的緊張<br><br>但注意看 甄嬛身後的寶鵑非常緊張的絞著手帕<br><br>只能說這劇裡真的處處都是細節,@fukuroukinose8949,2020-07-07T06:19:29Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=12m04s"">12:04</a><br>皇上：妳有沒有？<br>熹貴妃：臣妾沒有！<br>已經徹底將甄嬛對皇帝最後的一滴親情消滅了！😫😫😫<br><br>寧貴人回來霸氣直衝皇上座位，看著蘇培盛一眼，蘇公公直接被逼退，真好笑！😂🤣😂🤣😂🤣",@dolphinbabyc.2909,2020-06-30T14:13:51Z
溫太醫真的很厲害欸，加了那麼多滴血還嚐的出來水有酸澀的味道,@user-fq8rz6nk1g,2020-06-29T14:31:53Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=39m10s"">39:10</a> 寶鵲也太沒禮貌了吧，出入別人宮裡，當自己家阿= =",@user-hk4yy2jb2r,2020-06-29T06:58:16Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=23m26s"">23:26</a> 皇后很會看時機發威 自己把有問題的水 偷加東西 還好意思大聲 噁心透頂",@skysea456,2020-06-25T17:32:45Z
發現了有趣的一幕，溫太醫說完「雖為親生父子也不可以相容啊！皇上！」一句，背景音下「登！！！」的時候，端妃馬上轉頭看向皇后，知道一定是她搞的鬼。<br>（之前看的時候都只有注意熹貴妃和皇上的互動與表情，沒怎麼注意其他人的反應XD，今天突然發現其他細節，再次深深覺得這部真的是經典啊！每位演員都很好的詮釋了自己的角色，難怪都看不膩XDDD）,@norachiu125,2020-06-23T16:09:04Z
突然換封面了嚇一跳,@shineeloveonew,2020-06-23T10:12:40Z
端妃聽了眾人的話，又觀察了熹貴妃的神情，也開始疑心六阿哥不是皇帝親生的；惟甄嬛對她的恩情大過於天，因此明知取皇帝的血最準，卻勸誘皇帝不要取自身的血。,@wanwanququ,2020-06-21T06:17:56Z
蘇培盛表示 : 幹,@user-si1je4lr4e,2020-06-20T03:08:48Z
看到蘇培盛聽到要把槿汐帶去慎刑司的表情這麼心疼就覺得可愛😂,@user-zc8lq9sq2w,2020-06-19T03:09:47Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m08s"">18:08</a> 原來韓國瑜的靈感是從這裡來的！",@user-ig3jp6nn2k,2020-06-18T09:49:20Z
祺貴人真的好吵,@user-qt2gj9wi5b,2020-06-18T03:44:59Z
嚴重懷疑莫言是弘歷的生母。,@user-nz7ww6pu5z,2020-06-15T21:49:24Z
我只是覺得有點誇張<br>祺貴人指錯人就算了<br>怎麼血也剛好融合了？？？？？,@user-wp3xq4pq5d,2020-06-15T10:14:01Z
原来甄嬛传有这么多台湾朋友在看啊XDDD我每次吃饭都拿这个剧下饭,@kellywang1462,2020-06-14T06:54:30Z
看來看去留言最有趣,@summerchien2657,2020-06-12T10:06:26Z
安嬪在這一集的妝容是淡淡粉嫩色，如此的溫婉柔美是安嬪在全劇裡最美的妝扮，但心思像利刃不同表面的溫柔，一開口就要了靜白的舌頭，也是諷刺凸顯她內心其實是極其陰狠的。,@user-qp7rq1vb2w,2020-06-11T02:03:29Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=16m44s"">16:44</a>槿汐一定是覺得浣碧受不住刑，會全部供出來XD",@katrinasara3911,2020-06-09T14:39:02Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m18s"">31:18</a> 太讚",@user-yw4sv6gr9n,2020-06-08T12:19:22Z
寧貴人直接站上台 我直接噴笑 超像風紀股長,@user-qk8pf8hg5w,2020-06-04T15:30:19Z
共用針頭...,@yku6417,2020-06-02T04:20:34Z
「甄嬛生性淫賤，竟在甘露寺修行時大行穢亂之事」<br>每次看到這裡都覺得祺貴人說得沒錯啊🤣<br>只是對象不是溫太醫，是果郡王~~<br>啊！還有皇上🤭,@y.t._tsao,2020-06-01T16:18:53Z
"甄嬛：我問妳，妳出來前，可把正殿紫檀桌上的琉璃花樽給擦拭乾淨了？<br><br>斐雯：已經擦了。<br><br>甄嬛：(呵呵～)<br><br>槿汐：胡言亂語，娘娘的紫檀桌上何曾有琉璃花樽，那分明是青玉的。(噗~)<br><br>斐雯：幹...是奴婢記錯了，是青玉花樽。<br><br>敬妃：嘖嘖～看來斐雯的記性不太好啊！唉～難為妳了還能記得溫太醫袖口上的花紋。<br><br>斐雯：奴婢記得...是青玉花樽...沒錯....<br><br>如果此時甄嬛補的是<br>甄嬛：(正殿紫檀桌上從未沒過甚麼花樽、明明是一隻LG水冷扇)<br><br>這樣才賤~陰了飛蚊兩次",@opa76998,2020-05-31T07:30:57Z
"祺貴人：溫實初跟甄嬛有染！<br>溫太醫：我染的是眉兒~不是甄嬛",@bird168,2020-05-26T07:06:42Z
熹貴妃剛進宮  戰力20<br>寧貴人剛進宮  戰力85<br>XD<br>熹貴妃還是升級才變SR<br>寧貴人剛出就SR 超屌,@love464564,2020-05-22T02:37:58Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m24s"">31:24</a><br><br>寧嬪: 你擋到我了",@angelren0914,2020-05-19T04:00:07Z
真正的老謀，，，竟然是....黃上....,@user-ew1rn9lj2q,2020-05-15T10:30:15Z
尼姑心真狠啊！,@po1440,2020-05-15T05:45:11Z
不知道有沒有人跟我一樣 感覺第二次驗的時候 蘇公公捧著碗走路時 把血給晃在一塊了XDDDDDDD,@guanyu9376,2020-05-14T12:22:23Z
寧貴人帶著人衝回來的時候直接就站到皇上旁邊主導戰局，真的好帥R,@ShaShano1,2020-05-13T16:16:35Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m33s"">31:33</a> 我總覺得皇上是從這時開始注意玉嬈的，有人跟我同感嗎～皇上老色鬼的視線盯著玉嬈🤣",@ShaShano1,2020-05-13T16:10:15Z
大家用同一根針插 最後溫太醫還去試喝,@anjalihuang,2020-05-12T09:08:17Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=23m27s"">23:27</a>我記得甄嬛早就改成鈕祜祿氏了，因此在喝斥時應該是「大膽鈕祜祿甄嬛」（連名帶姓的叫，不太可能在盛怒之下只喊名字），而皇后只稱甄嬛兩個字，可見在皇后心中很牴觸皇上為熹貴妃打造的身份😂",@yujiatsai,2020-05-10T09:14:03Z
